Year,Longitude,Latitude,Target_NDVI,X1_Rain_P_antecedent,X2_Max_Temp_Tmax,X3_Vapor_Deficit_VPD,X5_AET_Annual,X6_Latent_Heat_LE,X7_Soil_Evaporation,X8_Soil_Moisture_SMroot,X9_Rainfall_Anomaly,X10_Elevation
2003,11.925054548311076,10.075046085889651,0.35512608695652176,969.1021654307842,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,7.037588218500332,195
2003,11.97505477702517,10.075046085889651,0.3773739130434783,980.0458592604846,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,14.54493323853751,191
2003,12.025055005739262,10.075046085889651,0.34868260869565215,997.6065027117729,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,39.258252458869606,194
2003,12.075055234453353,10.075046085889651,0.36302173913043484,1003.8123025074601,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,40.11570575855592,277
2003,12.125055463167447,10.075046085889651,0.4335739130434783,1017.6274909228086,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,32.611729306037205,384
2003,12.17505569188154,10.075046085889651,0.45233913043478263,1067.6082214713097,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,35.18800108605842,580
2003,11.875054319596984,10.125046314603743,0.4132173913043478,1007.6593588590622,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,1.428074826516763,421
2003,11.925054548311076,10.125046314603743,0.35531739130434786,1013.6798388659954,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,-7.9764483255111145,306
2003,11.97505477702517,10.125046314603743,0.3735304347826087,1019.4575109817088,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,2.4229511781393285,249
2003,12.025055005739262,10.125046314603743,0.36274347826086956,1008.1258508712053,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,28.844970325342047,229
2003,12.075055234453353,10.125046314603743,0.36037391304347827,1022.1710276454687,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,45.712162288239824,271
2003,12.125055463167447,10.125046314603743,0.4535391304347826,1045.1778875291348,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,38.29527143190569,406
2003,12.17505569188154,10.125046314603743,0.44223913043478263,1088.5989923626184,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,52.3071288234612,532
2003,12.225055920595631,10.125046314603743,0.3834565217391305,1085.8489823043346,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,44.01795489101096,636
2003,11.825054090882892,10.175046543317837,0.383604347826087,967.6886420845985,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,-4.115537230725067,274
2003,11.875054319596984,10.175046543317837,0.4175478260869565,1002.4957013428211,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,-0.018832534005582602,358
2003,11.925054548311076,10.175046543317837,0.3628608695652174,1063.5389616303146,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,0.306137312242754,339
2003,11.97505477702517,10.175046543317837,0.37813478260869565,1045.3527945764363,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,-8.220655422839855,247
2003,12.025055005739262,10.175046543317837,0.3876869565217392,1039.6643672436476,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,41.80999474676889,218
2003,12.075055234453353,10.175046543317837,0.37086956521739134,1045.690747667104,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,54.37960409088589,255
2003,12.125055463167447,10.175046543317837,0.4623260869565217,1059.556653559208,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,54.85398288783824,332
2003,12.17505569188154,10.175046543317837,0.4626565217391304,1073.3416151702404,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,57.997665434529154,467
2003,12.225055920595631,10.175046543317837,0.4471347826086957,1088.021571367979,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,48.19903411284349,586
2003,11.775053862168798,10.225046772031929,0.36730869565217394,933.7644691164605,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,-24.307842550583928,216
2003,11.825054090882892,10.225046772031929,0.3722521739130435,944.9565906561911,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,-20.75846190878201,255
2003,11.875054319596984,10.225046772031929,0.36872608695652176,987.6470283395611,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,-23.669664647719515,291
2003,11.925054548311076,10.225046772031929,0.36616521739130437,1036.2487683743238,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,-19.465523980673424,348
2003,11.97505477702517,10.225046772031929,0.370104347826087,1058.397196918726,39.16887817382815,1.280304497127127,629.2505,49.21507,359.41583,299.86664,-8.738997065398735,310
2003,12.025055005739262,10.225046772031929,0.3695434782608696,1049.4814393371344,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,38.74431877614302,328
2003,12.075055234453353,10.225046772031929,0.3667173913043479,1052.2109041661024,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,54.32160010760742,243
2003,12.125055463167447,10.225046772031929,0.41066521739130435,1056.696013405919,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,58.295115257659404,243
2003,12.17505569188154,10.225046772031929,0.4823521739130435,1077.072440624237,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,65.11412700996391,341
2003,12.225055920595631,10.225046772031929,0.4477130434782609,1110.8326427936554,39.44512329101565,1.2868107594685916,738.3608,57.748825,423.76218,189.70737,74.32104148717895,401
2003,12.275056149309725,10.225046772031929,0.4166086956521739,1132.0533722639084,37.4958435058594,1.1459917224753784,747.46155,58.460617,436.00964,197.00987,80.64658812212929,504
2003,11.725053633454706,10.275047000746023,0.36290869565217393,919.0515335970558,38.68096313476565,1.2508050369587285,679.0336,53.10871,417.12402,187.1238,-71.27842933736156,273
2003,11.775053862168798,10.275047000746023,0.3435521739130435,939.5022937878966,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,-37.45361927060003,247
2003,11.825054090882892,10.275047000746023,0.4188434782608696,958.4733376959339,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,-33.70528306450524,268
2003,11.875054319596984,10.275047000746023,0.37639130434782614,970.9793818518519,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,-45.35509213563148,290
2003,11.925054548311076,10.275047000746023,0.3965347826086957,1052.8211025372148,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,-20.727256696338372,347
2003,11.97505477702517,10.275047000746023,0.3572217391304348,1076.6849107332528,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,-13.548431363892405,344
2003,12.025055005739262,10.275047000746023,0.35668695652173915,1098.1841061362065,37.64495239257815,1.1885046705012552,706.86176,55.285213,419.01358,188.67178,33.66760243069825,376
2003,12.075055234453353,10.275047000746023,0.4076130434782609,1107.4987783383112,37.64495239257815,1.1885046705012552,706.86176,55.285213,419.01358,188.67178,51.796138347945316,371
2003,12.125055463167447,10.275047000746023,0.420604347826087,1101.6550360694528,37.64495239257815,1.1885046705012552,706.86176,55.285213,419.01358,188.67178,65.20053934463203,259
2003,12.17505569188154,10.275047000746023,0.41779130434782613,1099.6750751137733,37.64495239257815,1.1885046705012552,706.86176,55.285213,419.01358,188.67178,78.21095529348088,247
2003,12.225055920595631,10.275047000746023,0.4385391304347826,1122.9766719341278,37.64495239257815,1.1885046705012552,706.86176,55.285213,419.01358,188.67178,77.03819213829547,383
2003,12.275056149309725,10.275047000746023,0.455,1124.3908748030663,38.8198181152344,1.2597222060846474,726.8148,56.84579,420.8629,187.61867,60.81959945154631,424
2003,12.325056378023817,10.275047000746023,0.43971739130434784,1137.099555812776,38.8198181152344,1.2597222060846474,726.8148,56.84579,420.8629,187.61867,58.3235403454521,484
2003,11.675053404740614,10.325047229460115,0.3949391304347826,879.5967106744647,38.68096313476565,1.2508050369587285,679.0336,53.10871,417.12402,187.1238,-67.34552055075085,324
2003,11.725053633454706,10.325047229460115,0.36674347826086956,918.6904683110188,38.68096313476565,1.2508050369587285,679.0336,53.10871,417.12402,187.1238,-68.29982725367165,311
2003,11.775053862168798,10.325047229460115,0.35479565217391307,957.4012000523508,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,-24.202810218494278,275
2003,11.825054090882892,10.325047229460115,0.402304347826087,972.9557373449206,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,-26.712152966037024,254
2003,11.875054319596984,10.325047229460115,0.3949304347826087,1002.9713252484798,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,-29.1134671848406,254
2003,11.925054548311076,10.325047229460115,0.3716478260869565,1037.1260410398245,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,-22.256257489988002,284
2003,11.97505477702517,10.325047229460115,0.35779130434782613,1089.7477081436664,37.33675537109377,1.1738362186112306,692.1368,54.133545,423.21268,193.15645,0.8747679709344993,364
2003,12.025055005739262,10.325047229460115,0.3445086956521739,1130.8306275550276,37.64495239257815,1.1885046705012552,706.86176,55.285213,419.01358,188.67178,41.794067158636835,409
2003,12.075055234453353,10.325047229460115,0.41625217391304353,1118.9792639706284,37.64495239257815,1.1885046705012552,706.86176,55.285213,419.01358,188.67178,39.38365159816772,528
2003,12.125055463167447,10.325047229460115,0.4224695652173913,1106.6811224073172,37.64495239257815,1.1885046705012552,706.86176,55.285213,419.01358,188.67178,57.103178496352484,371
